Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
compress,compress_0_trace,334.9084711074829,Pass,919.7017168998718,120000052,25391577,4.7260,11747875,385552,0.4627,0.0152,3.2819%,3.2129,13802668,35.7998,115.0222,60000052,11871522,5.0541,5895554,192209,0.4966,0.0162,3.2602%,3.2035,6357932,33.0782,105.9654
compress,compress_1_trace,108.6102991104126,Pass,304.17504715919495,30778699,6540558,4.7058,3314657,51032,0.5068,0.0078,1.5396%,1.6580,1292763,25.3324,42.0019,15778699,3006171,5.2488,1700956,28642,0.5658,0.0095,1.6839%,1.8152,624184,21.7926,39.5586
compress,compress_2_trace,111.43396472930908,Pass,317.6610107421875,32339109,6627919,4.8792,3601347,47136,0.5434,0.0071,1.3088%,1.4576,1234812,26.1968,38.1832,16339109,3017739,5.4144,1821008,26471,0.6034,0.0088,1.4536%,1.6201,602386,22.7565,36.8677
compress,compress_3_trace,334.29114055633545,Pass,974.6096467971802,130000020,59292169,2.1925,15702832,1054517,0.2648,0.0178,6.7155%,8.1117,47336930,44.8897,364.1302,65000020,26122223,2.4883,7896218,493281,0.3023,0.0189,6.2471%,7.5889,19803113,40.1457,304.6632
compress,compress_4_trace,108.21294689178467,Pass,303.61199712753296,31160801,6567336,4.7448,3496423,56109,0.5324,0.0085,1.6048%,1.8006,1451436,25.8681,46.5789,16160801,3006154,5.3759,1816226,26937,0.6042,0.0090,1.4831%,1.6668,649333,24.1056,40.1795
compress,compress_5_trace,111.82196044921875,Pass,324.96036434173584,33811883,6979135,4.8447,3890650,64412,0.5575,0.0092,1.6556%,1.9050,1670453,25.9339,49.4043,17811883,3230727,5.5133,2056891,30260,0.6367,0.0094,1.4712%,1.6989,757298,25.0264,42.5164
compress,compress_6_trace,111.95520496368408,Pass,320.20179748535156,33826271,6994593,4.8361,3887104,63553,0.5557,0.0091,1.6350%,1.8788,1641207,25.8242,48.5187,17826271,3236108,5.5086,2060235,29974,0.6366,0.0093,1.4549%,1.6815,742621,24.7755,41.6588
compress,compress_7_trace,399.4104585647583,Pass,1180.7157754898071,130000052,23988638,5.4192,15042451,264990,0.6271,0.0110,1.7616%,2.0384,6693951,25.2611,51.4919,65000052,12272746,5.2963,7447474,164268,0.6068,0.0134,2.2057%,2.5272,3860277,23.4999,59.3888
