Predictor,Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
koizumi,web,web_21_trace,37.0328950881958,Pass,225.4218237400055,15000054,5899162,2.5427,2614946,21858,0.4433,0.0037,0.8359%,1.4572,2009325,91.9263,133.9545,8000054,4717701,1.6958,1411368,17458,0.2992,0.0037,1.2370%,2.1822,1829945,104.8199,228.7416
koizumi,web,web_22_trace,51.9125394821167,Pass,187.28593039512637,20000051,5898276,3.3908,2417352,63610,0.4098,0.0108,2.6314%,3.1805,2884055,45.3396,144.2024,10000051,2606113,3.8372,1222376,29688,0.469,0.0114,2.4287%,2.9688,1392134,46.8921,139.2127
koizumi,web,web_23_trace,60.17267894744873,Pass,308.1255946159363,20000047,6248821,3.2006,3286069,18863,0.5259,0.003,0.5740%,0.9431,695822,36.8882,34.791,10000047,4543002,2.2012,1544231,14593,0.3399,0.0032,0.9450%,1.4593,523217,35.854,52.3215
koizumi,web,web_24_trace,80.5669527053833,Pass,272.1401917934418,14999923,8309066,1.8052,1985890,24102,0.239,0.0029,1.2137%,1.6068,778732,32.3098,51.9157,7999923,3984287,2.0079,1067447,11755,0.2679,0.003,1.1012%,1.4694,363735,30.943,45.4673
koizumi,web,web_25_trace,46.08135795593262,Pass,267.0366778373718,14999989,7232110,2.0741,2548670,86101,0.3524,0.0119,3.3783%,5.7401,2986331,34.684,199.0889,7999989,2965948,2.6973,1342253,51242,0.4526,0.0173,3.8176%,6.4053,1725638,33.6762,215.705
koizumi,web,web_2_trace,126.7424545288086,Pass,519.2958014011383,39999746,11853386,3.3745,5842811,151099,0.4929,0.0127,2.5861%,3.7775,4231966,28.0079,105.7998,20999746,5735061,3.6616,3176039,83270,0.5538,0.0145,2.6218%,3.9653,2475602,29.7298,117.8872
koizumi,web,web_3_trace,134.2002592086792,Pass,460.03542613983154,39999981,12058575,3.3171,6018442,143071,0.4991,0.0119,2.3772%,3.5768,4375492,30.5827,109.3874,20999981,5483994,3.8293,3382696,64476,0.6168,0.0118,1.9061%,3.0703,2323822,36.0417,110.6583
koizumi,web,web_4_trace,107.63480854034424,Pass,404.88758659362793,39999718,13103236,3.0527,6265226,161202,0.4781,0.0123,2.5730%,4.0301,4827883,29.9493,120.6979,20999718,6216949,3.3778,3426349,74027,0.5511,0.0119,2.1605%,3.5251,2102706,28.4046,100.1302
koizumi,web,web_5_trace,119.46124076843262,Pass,498.3881232738495,39999694,12225409,3.2718,6198022,172828,0.507,0.0141,2.7884%,4.3207,4569925,26.442,114.249,20999694,6343156,3.3106,3330435,102494,0.525,0.0162,3.0775%,4.8807,2629182,25.6521,125.201
koizumi,web,web_6_trace,115.35440254211426,Pass,503.4663014411926,40000022,12934181,3.0926,6002648,182567,0.4641,0.0141,3.0414%,4.5642,5433749,29.763,135.8437,20000022,6753103,2.9616,2962421,113319,0.4387,0.0168,3.8252%,5.6659,3340055,29.4748,167.0026
koizumi,web,web_7_trace,41.589111328125,Pass,391.0731072425842,39999850,8206510,4.8742,6633962,172019,0.8084,0.021,2.5930%,4.3005,3323063,19.318,83.0769,20999850,3862149,5.4373,3471337,73970,0.8988,0.0192,2.1309%,3.5224,1292931,17.4791,61.5686
koizumi,web,web_8_trace,110.87185478210448,Pass,411.0562949180603,39999955,13760571,2.9069,6210740,184804,0.4513,0.0134,2.9756%,4.6201,4957544,26.826,123.9387,20999955,5728465,3.6659,3431526,82943,0.599,0.0145,2.4171%,3.9497,2137036,25.7651,101.7638
koizumi,web,web_9_trace,113.31267833709715,Pass,510.3703887462616,39999863,13954074,2.8665,6952037,100547,0.4982,0.0072,1.4463%,2.5137,2535896,25.221,63.3976,20999863,4407697,4.7644,4136031,3080,0.9384,0.0007,0.0745%,0.1467,58171,18.8867,2.7701
seznec,compress,compress_0_trace,334.9084711074829,Pass,946.0772252082824,120000052,25333329,4.7368,11747875,380415,0.4637,0.015,3.2382%,3.1701,13733314,36.1009,114.4442,60000052,11852651,5.0622,5895554,190027,0.4974,0.016,3.2232%,3.1671,6337485,33.3504,105.6247
seznec,compress,compress_1_trace,108.6102991104126,Pass,320.81273889541626,30778699,6527753,4.7151,3314657,50261,0.5078,0.0077,1.5163%,1.633,1279291,25.453,41.5642,15778699,3000301,5.259,1700956,28177,0.5669,0.0094,1.6565%,1.7858,618576,21.9532,39.2032
seznec,compress,compress_2_trace,111.43396472930908,Pass,339.1116032600403,32339109,6619337,4.8856,3601347,46592,0.5441,0.007,1.2937%,1.4407,1223932,26.2691,37.8468,16339109,3012813,5.4232,1821008,26083,0.6044,0.0087,1.4323%,1.5964,597977,22.9259,36.5979
seznec,compress,compress_3_trace,334.29114055633545,Pass,1025.66472530365,130000020,58774332,2.2119,15702832,1009129,0.2672,0.0172,6.4264%,7.7625,46791194,46.3679,359.9322,65000020,25867893,2.5128,7896218,472711,0.3053,0.0183,5.9865%,7.2725,19534606,41.3246,300.5323
seznec,compress,compress_4_trace,108.21294689178468,Pass,305.5563554763794,31160801,6558630,4.7511,3496423,55515,0.5331,0.0085,1.5878%,1.7816,1439816,25.9356,46.206,16160801,3003746,5.3802,1816226,26643,0.6047,0.0089,1.4669%,1.6486,645823,24.2399,39.9623
seznec,compress,compress_5_trace,111.82196044921876,Pass,338.5667049884796,33811883,6966801,4.8533,3890650,63635,0.5585,0.0091,1.6356%,1.882,1653271,25.9805,48.8962,17811883,3226004,5.5213,2056891,29814,0.6376,0.0092,1.4495%,1.6738,749977,25.1552,42.1054
seznec,compress,compress_6_trace,111.95520496368408,Pass,326.4938786029816,33826271,6982454,4.8445,3887104,62856,0.5567,0.009,1.6170%,1.8582,1628555,25.9093,48.1447,17826271,3231436,5.5165,2060235,29460,0.6376,0.0091,1.4299%,1.6526,737588,25.0369,41.3765
seznec,compress,compress_7_trace,399.4104585647583,Pass,1197.1571018695831,130000052,23965515,5.4245,15042451,263418,0.6277,0.011,1.7512%,2.0263,6678340,25.3526,51.3718,65000052,12267765,5.2984,7447474,163799,0.6071,0.0134,2.1994%,2.52,3857846,23.5523,59.3514
seznec,fp,fp_0_trace,64.73471260070801,Pass,258.2192530632019,30000052,6806554,4.4075,1619852,96482,0.238,0.0142,5.9562%,3.2161,3023589,31.3384,100.7861,15000052,3429253,4.3741,807780,49578,0.2356,0.0145,6.1376%,3.3052,1550662,31.2772,103.3771
seznec,fp,fp_10_trace,270.7881956100464,Pass,554.1502628326416,40000016,6827142,5.859,3492402,80210,0.5115,0.0117,2.2967%,2.0052,1761318,21.9588,44.0329,20000016,3353028,5.9648,1748758,38457,0.5215,0.0115,2.1991%,1.9228,845183,21.9774,42.2591
seznec,fp,fp_11_trace,297.7953281402588,Pass,574.247654914856,40000016,7541292,5.3041,3526510,23228,0.4676,0.0031,0.6587%,0.5807,518591,22.3261,12.9648,20000016,3638865,5.4962,1776440,11269,0.4882,0.0031,0.6344%,0.5634,241856,21.4621,12.0928
seznec,fp,fp_12_trace,48.49573421478272,Pass,464.4143793582916,40000016,8068378,4.9576,4420257,43877,0.5478,0.0054,0.9926%,1.0969,2947568,67.178,73.6892,20000016,3935483,5.082,2222665,19458,0.5648,0.0049,0.8754%,0.9729,1339341,68.8324,66.967
seznec,fp,fp_13_trace,84.63656806945801,Pass,389.7346019744873,40000016,14986101,2.6691,6454282,492614,0.4307,0.0329,7.6324%,12.3153,10443489,21.2001,261.0871,20000016,7336974,2.7259,3233671,246384,0.4407,0.0336,7.6193%,12.3192,5125807,20.8041,256.2901
seznec,fp,fp_1_trace,42.69381523132324,Pass,247.4204761981964,30000052,30415822,0.9863,5950800,466611,0.1956,0.0153,7.8411%,15.5537,26709405,57.2413,890.312,15000052,15204218,0.9866,2965791,233875,0.1951,0.0154,7.8858%,15.5916,13361743,57.132,890.7798
seznec,fp,fp_2_trace,113.98153591156006,Pass,361.88531255722046,30000052,6204107,4.8355,2471756,76015,0.3984,0.0123,3.0753%,2.5338,2684775,35.319,89.4923,15000052,3061817,4.8991,1232306,38793,0.4025,0.0127,3.1480%,2.5862,1349385,34.7842,89.9587
seznec,fp,fp_3_trace,223.02585411071777,Pass,418.0313303470612,30000052,12624339,2.3764,1539997,56301,0.122,0.0045,3.6559%,1.8767,6431090,114.2269,214.3693,15000052,6299436,2.3812,770204,28657,0.1223,0.0045,3.7207%,1.9105,3247176,113.3118,216.4776
seznec,fp,fp_4_trace,106.30326175689696,Pass,360.56465768814087,30000052,6476063,4.6325,2573337,15741,0.3974,0.0024,0.6117%,0.5247,920537,58.4802,30.6845,15000052,2605859,5.7563,1285217,6370,0.4932,0.0024,0.4956%,0.4247,279810,43.9262,18.6539
seznec,fp,fp_5_trace,332.9483413696289,Pass,584.4097640514374,40000016,7566961,5.2861,740391,37008,0.0978,0.0049,4.9984%,0.9252,1279928,34.5852,31.9982,20000016,3751281,5.3315,370890,18486,0.0989,0.0049,4.9842%,0.9243,642258,34.7429,32.1129
seznec,fp,fp_6_trace,63.58891201019287,Pass,404.8634734153748,40000016,5667816,7.0574,7034423,34200,1.2411,0.006,0.4862%,0.855,1313976,38.4204,32.8494,20000016,2752344,7.2665,3515104,16143,1.2771,0.0059,0.4592%,0.8071,615912,38.1535,30.7956
seznec,fp,fp_7_trace,159.0718936920166,Pass,505.74411368370056,40000016,7685214,5.2048,4716883,38594,0.6138,0.005,0.8182%,0.9648,1720500,44.5795,43.0125,20000016,3622804,5.5206,2394520,16364,0.661,0.0045,0.6834%,0.8182,726392,44.3896,36.3196
seznec,fp,fp_8_trace,211.10272789001465,Pass,500.1674816608429,40000016,12853367,3.112,2322129,295423,0.1807,0.023,12.7221%,7.3856,6791943,22.9906,169.7985,20000016,7132615,2.804,1347173,208516,0.1889,0.0292,15.4780%,10.4258,4731217,22.6899,236.5607
seznec,fp,fp_9_trace,143.53112411499023,Pass,502.87366104125977,40000016,16142470,2.4779,5012816,164674,0.3105,0.0102,3.2851%,4.1168,11292662,68.5759,282.3164,20000016,7689228,2.601,2500178,87539,0.3252,0.0114,3.5013%,4.3769,5349373,61.1085,267.4684
seznec,infra,infra_0_trace,94.09143447875977,Pass,409.65601420402527,40000016,8821621,4.5343,5140781,49813,0.5827,0.0056,0.9690%,1.2453,1450722,29.1234,36.268,20000016,4387751,4.5581,2582400,25670,0.5885,0.0059,0.9940%,1.2835,771642,30.0601,38.5821
seznec,infra,infra_10_trace,117.67702960968018,Pass,466.3645610809326,50000052,18230356,2.7427,6548159,257209,0.3592,0.0141,3.9280%,5.1442,12936106,50.2941,258.7219,25000052,6227885,4.0142,3150015,112547,0.5058,0.0181,3.5729%,4.5019,3969115,35.2663,158.7643
seznec,infra,infra_11_trace,209.3641147613525,Pass,479.453622341156,50000052,18189986,2.7488,7754708,47341,0.4263,0.0026,0.6105%,0.9468,3666505,77.4488,73.33,25000052,9156948,2.7302,3881908,22864,0.4239,0.0025,0.5890%,0.9146,2097970,91.7587,83.9186
seznec,infra,infra_12_trace,207.5736560821533,Pass,479.77104020118713,50000052,17382923,2.8764,7862103,46378,0.4523,0.0027,0.5899%,0.9276,3218742,69.4023,64.3748,25000052,8274946,3.0212,3927069,21800,0.4746,0.0026,0.5551%,0.872,1574681,72.2331,62.9871
seznec,infra,infra_13_trace,139.63556957244873,Pass,454.3876061439514,50000052,20252970,2.4688,6532412,198429,0.3225,0.0098,3.0376%,3.9686,13440379,67.7339,268.8073,25000052,9542100,2.62,3378036,80252,0.354,0.0084,2.3757%,3.2101,5028490,62.6587,201.1392
seznec,infra,infra_14_trace,118.4549331665039,Pass,456.4331154823303,50000052,17759543,2.8154,6536492,259765,0.3681,0.0146,3.9741%,5.1953,12647052,48.6865,252.9408,25000052,6198341,4.0333,3156210,112064,0.5092,0.0181,3.5506%,4.4826,3945563,35.2081,157.8222
seznec,infra,infra_15_trace,101.22027969360352,Pass,450.6757390499115,50000052,33935863,1.4734,6957507,413820,0.205,0.0122,5.9478%,8.2764,29388280,71.0171,587.765,25000052,6282959,3.979,3466846,140196,0.5518,0.0223,4.0439%,5.6078,4001468,28.542,160.0584
seznec,infra,infra_1_trace,175.13615703582764,Pass,392.5894906520844,37799521,8207719,4.6054,4337669,14147,0.5285,0.0017,0.3261%,0.3743,618017,43.6854,16.3499,19799521,3741254,5.2922,2263258,4320,0.6049,0.0012,0.1909%,0.2182,144932,33.5491,7.32
seznec,infra,infra_2_trace,221.61112022399905,Pass,762.3740801811218,47546686,10640067,4.4686,5818731,22847,0.5469,0.0021,0.3926%,0.4805,730433,31.9706,15.3624,24546686,4321213,5.6805,2997214,7386,0.6936,0.0017,0.2464%,0.3009,147538,19.9754,6.0105
seznec,infra,infra_3_trace,83.57435989379883,Pass,398.5154769420624,40000016,8035419,4.978,5433078,40541,0.6761,0.005,0.7462%,1.0135,1046560,25.8149,26.164,20000016,3983950,5.0201,2737308,18750,0.6871,0.0047,0.6850%,0.9375,490227,26.1454,24.5113
seznec,infra,infra_4_trace,84.87091732025146,Pass,443.408985376358,40000016,23800889,1.6806,5988066,95421,0.2516,0.004,1.5935%,2.3855,12044345,126.2232,301.1085,20000016,11904717,1.68,2971304,48044,0.2496,0.004,1.6169%,2.4022,6042775,125.7759,302.1385
seznec,infra,infra_5_trace,58.87110328674317,Pass,466.7682456970215,40000016,34488725,1.1598,7268207,88646,0.2107,0.0026,1.2196%,2.2161,26324014,296.9566,658.1001,20000016,22129157,0.9038,3539219,63136,0.1599,0.0029,1.7839%,3.1568,18296773,289.7994,914.8379
seznec,infra,infra_6_trace,168.09687328338623,Pass,651.452933549881,64718349,15298478,4.2304,9187928,77012,0.6006,0.005,0.8382%,1.19,3046686,39.5612,47.0761,32718349,7696479,4.2511,5004718,37554,0.6503,0.0049,0.7504%,1.1478,1744757,46.46,53.3266
seznec,infra,infra_7_trace,65.31903553009033,Pass,465.1830735206604,40000016,21708155,1.8426,6716982,56163,0.3094,0.0026,0.8361%,1.4041,7910267,140.8448,197.7566,20000016,11179428,1.789,3345402,15829,0.2992,0.0014,0.4732%,0.7914,3361865,212.3864,168.0931
seznec,infra,infra_8_trace,54.09443473815918,Pass,475.4110863208771,40000016,24600314,1.626,7460282,50348,0.3033,0.002,0.6749%,1.2587,15915981,316.1194,397.8994,20000016,12249670,1.6327,3730712,24844,0.3046,0.002,0.6659%,1.2422,7892858,317.6967,394.6426
seznec,infra,infra_9_trace,141.69822597503662,Pass,480.5557975769043,50000052,28833638,1.7341,7203244,223215,0.2498,0.0077,3.0988%,4.4643,19174202,85.9002,383.4836,25000052,16972222,1.473,3405201,169392,0.2006,0.01,4.9745%,6.7757,14336993,84.638,573.4785
seznec,int,int_0_trace,137.11144542694092,Pass,623.3243052959442,40000041,14460536,2.7662,6223265,189991,0.4304,0.0131,3.0529%,4.7498,9739199,51.2614,243.4797,20000041,6410184,3.12,3076555,92605,0.4799,0.0144,3.0100%,4.6302,4167948,45.0078,208.397
seznec,int,int_10_trace,204.85591316223145,Pass,921.6935408115388,60000052,9656518,6.2134,7032592,31333,0.7283,0.0032,0.4455%,0.5222,856914,27.3486,14.2819,30000052,4466917,6.7161,3499163,15026,0.7834,0.0034,0.4294%,0.5009,345443,22.9897,11.5147
seznec,int,int_11_trace,203.19092559814453,Pass,881.1590731143951,60000052,16088317,3.7294,4130584,232855,0.2567,0.0145,5.6373%,3.8809,8639802,37.1038,143.9966,30000052,8047677,3.7278,2064453,117620,0.2565,0.0146,5.6974%,3.9207,4361922,37.0849,145.3971
seznec,int,int_12_trace,204.59925079345703,Pass,998.7917041778564,59999603,18373551,3.2655,6357220,24220,0.346,0.0013,0.3810%,0.4037,959737,39.6258,15.9957,30999603,4906329,6.3183,4522132,22926,0.9217,0.0047,0.5070%,0.7396,877576,38.2786,28.3093
seznec,int,int_13_trace,32.30572509765625,Pass,641.5960760116577,40000052,6180425,6.4721,4243961,34340,0.6867,0.0056,0.8091%,0.8585,1010456,29.425,25.2614,20000052,3028309,6.6044,2111572,15927,0.6973,0.0053,0.7543%,0.7963,486056,30.5177,24.3027
seznec,int,int_14_trace,177.29002475738525,Pass,708.7463755607605,39999640,6971881,5.7373,7635435,15125,1.0952,0.0022,0.1981%,0.3781,377757,24.9757,9.444,20999640,3390163,6.1943,3974167,6410,1.1723,0.0019,0.1613%,0.3052,146415,22.8417,6.9723
seznec,int,int_15_trace,98.1560001373291,Pass,1016.4508621692656,70000157,18482031,3.7875,9192864,32340,0.4974,0.0017,0.3518%,0.462,1832973,56.6782,26.1853,35000157,9286561,3.7689,4669511,30618,0.5028,0.0033,0.6557%,0.8748,1456165,47.5591,41.6045
seznec,int,int_16_trace,128.2670030593872,Pass,697.8355886936188,40000031,17401684,2.2986,6733574,233118,0.3869,0.0134,3.4620%,5.8279,5584941,23.9576,139.6234,20000031,7293577,2.7421,3364149,119210,0.4612,0.0163,3.5435%,5.9605,2718505,22.8043,135.925
seznec,int,int_17_trace,128.60758018493652,Pass,715.8371689319611,39999987,15510883,2.5788,6659971,193743,0.4294,0.0125,2.9091%,4.8436,4677536,24.143,116.9384,20999987,6100583,3.4423,3432362,87132,0.5626,0.0143,2.5385%,4.1491,2015490,23.1315,95.9758
seznec,int,int_18_trace,108.31880569458008,Pass,738.2245891094208,39999864,10612414,3.7692,9457814,26616,0.8912,0.0025,0.2814%,0.6654,1248923,46.9238,31.2232,20999864,5043833,4.1635,4985263,10344,0.9884,0.0021,0.2075%,0.4926,438491,42.3909,20.8807
seznec,int,int_19_trace,184.28955841064453,Pass,709.6355400085449,40000052,7945036,5.0346,5852871,30473,0.7367,0.0038,0.5207%,0.7618,1320642,43.3381,33.016,20000052,3758188,5.3217,2929049,11978,0.7794,0.0032,0.4089%,0.5989,562799,46.9861,28.1399
seznec,int,int_1_trace,92.84952068328856,Pass,529.9880747795105,30000052,18172513,1.6508,5301134,315392,0.2917,0.0174,5.9495%,10.513,14199120,45.0205,473.3032,15000052,8628413,1.7384,2642836,155754,0.3063,0.0181,5.8934%,10.3836,6674038,42.8499,444.9343
seznec,int,int_20_trace,187.00185585021973,Pass,921.0919229984283,60000051,16801964,3.571,9561405,143010,0.5691,0.0085,1.4957%,2.3835,4738077,33.1311,78.9679,30000051,6905026,4.3447,4877083,68137,0.7063,0.0099,1.3971%,2.2712,1954066,28.6785,65.1354
seznec,int,int_21_trace,91.63193035125732,Pass,675.4101166725159,40000052,45151432,0.8859,9059172,933054,0.2006,0.0207,10.2996%,23.3263,40244252,43.1318,1006.105,20000052,22203708,0.9008,4504449,477878,0.2029,0.0215,10.6090%,23.8938,19715644,41.2566,985.7796
seznec,int,int_22_trace,96.68442058563232,Pass,737.8030138015747,40000052,21459837,1.8639,6671960,171310,0.3109,0.008,2.5676%,4.2827,13915773,81.2315,347.8939,20000052,10397557,1.9235,3314359,81618,0.3188,0.0078,2.4626%,4.0809,6649061,81.4656,332.4522
seznec,int,int_23_trace,182.35865116119385,Pass,730.9738192558289,40000052,18358232,2.1789,5329093,132131,0.2903,0.0072,2.4794%,3.3033,6064536,45.8979,151.6132,20000052,8515238,2.3487,2669216,63508,0.3135,0.0075,2.3793%,3.1754,2557009,40.2628,127.8501
seznec,int,int_24_trace,145.2402381896973,Pass,791.796596288681,40000051,14496490,2.7593,8385203,20462,0.5784,0.0014,0.2440%,0.5115,2247615,109.8434,56.1903,20000051,6885471,2.9047,4599578,8607,0.668,0.0013,0.1871%,0.4303,943799,109.6548,47.1898
seznec,int,int_25_trace,169.04896354675293,Pass,704.946202993393,40000052,7672313,5.2136,2766410,53189,0.3606,0.0069,1.9227%,1.3297,1994926,37.5064,49.8731,20000052,4230700,4.7274,1541724,46516,0.3644,0.011,3.0171%,2.3258,1534835,32.9959,76.7416
seznec,int,int_26_trace,197.1726722717285,Pass,687.2343254089355,40000052,6731292,5.9424,2130479,47801,0.3165,0.0071,2.2437%,1.195,1689315,35.3406,42.2328,20000052,3153758,6.3417,1067816,21934,0.3386,0.007,2.0541%,1.0967,799399,36.4457,39.9698
seznec,int,int_27_trace,219.7056255340576,Pass,712.9045867919922,40000052,6313696,6.3354,1891315,30910,0.2996,0.0049,1.6343%,0.7727,1060004,34.2932,26.5001,20000052,2928594,6.8292,940632,13163,0.3212,0.0045,1.3994%,0.6581,470802,35.7671,23.54
seznec,int,int_28_trace,185.9219560623169,Pass,624.1281614303589,40000052,8170846,4.8955,4006233,128651,0.4903,0.0157,3.2113%,3.2163,3351056,26.0476,83.7763,20000052,3949983,5.0633,1994428,59130,0.5049,0.015,2.9648%,2.9565,1566741,26.4965,78.3368
seznec,int,int_29_trace,181.88746547698972,Pass,670.7758591175079,40000052,15260598,2.6211,4048870,458989,0.2653,0.0301,11.3362%,11.4747,11376934,24.7869,284.423,20000052,7348333,2.7217,2031315,220999,0.2764,0.0301,10.8796%,11.0499,5437580,24.6045,271.8783
seznec,int,int_2_trace,94.08823490142822,Pass,538.1881923675537,30000052,18323623,1.6372,5366311,299630,0.2929,0.0164,5.5835%,9.9876,14306422,47.747,476.8799,15000052,8527723,1.759,2681980,146573,0.3145,0.0172,5.4651%,9.7715,6553765,44.7133,436.9162
seznec,int,int_30_trace,182.9177484512329,Pass,651.5539448261261,40000052,15572296,2.5687,4219863,476224,0.271,0.0306,11.2853%,11.9056,11649821,24.4629,291.2451,20000052,7513197,2.662,2099953,228235,0.2795,0.0304,10.8686%,11.4117,5580585,24.451,279.0285
seznec,int,int_31_trace,118.0513105392456,Pass,658.9627974033356,40000052,4521848,8.846,4773947,24044,1.0558,0.0053,0.5037%,0.6011,463237,19.2662,11.5809,20000052,2155251,9.2797,2359187,8429,1.0946,0.0039,0.3573%,0.4214,163666,19.417,8.1833
seznec,int,int_32_trace,317.2076416015625,Pass,1205.3150565624237,110000052,85121283,1.2923,12636052,698361,0.1484,0.0082,5.5267%,6.3487,72928222,104.4277,662.9835,55000052,37400927,1.4706,6322521,343385,0.169,0.0092,5.4311%,6.2434,31388591,91.4093,570.7011
seznec,int,int_33_trace,310.41816425323486,Pass,1188.0513334274292,110000052,53267132,2.0651,16062450,818578,0.3015,0.0154,5.0962%,7.4416,41547302,50.7555,377.7026,55000052,25763618,2.1348,7710997,417893,0.2993,0.0162,5.4194%,7.598,20038663,47.9517,364.339
seznec,int,int_34_trace,112.3776216506958,Pass,607.0663199424744,40000052,11012713,3.6322,6380286,113822,0.5794,0.0103,1.7840%,2.8455,5425850,47.6696,135.6461,20000052,4842471,4.1301,3101677,58698,0.6405,0.0121,1.8925%,2.9349,2432892,41.4476,121.6443
seznec,int,int_35_trace,119.88736820220949,Pass,623.3758587837219,40000048,11207689,3.569,5671843,80669,0.5061,0.0072,1.4223%,2.0167,4917830,60.9631,122.9456,20000048,5386184,3.7132,2842811,37542,0.5278,0.007,1.3206%,1.8771,2258940,60.171,112.9467
seznec,int,int_36_trace,201.8018684387207,Pass,877.204160451889,53761949,34457682,1.5602,7755130,161292,0.2251,0.0047,2.0798%,3.0001,8499632,52.6972,158.0975,27761949,14790338,1.877,4116890,76508,0.2783,0.0052,1.8584%,2.7559,3687076,48.192,132.8104
seznec,int,int_3_trace,96.88034057617188,Pass,675.7231135368347,40000052,6989599,5.7228,4722773,31450,0.6757,0.0045,0.6659%,0.7862,920954,29.2831,23.0238,20000052,3521524,5.6794,2249610,17061,0.6388,0.0048,0.7584%,0.853,436731,25.5982,21.8365
seznec,int,int_4_trace,188.2430238723755,Pass,910.4759166240692,59999657,13354427,4.4929,7683892,221672,0.5754,0.0166,2.8849%,3.6946,4827953,21.7797,80.4663,30999657,6639734,4.6688,4061423,109882,0.6117,0.0165,2.7055%,3.5446,2349749,21.3843,75.7992
seznec,int,int_5_trace,138.47165870666504,Pass,433.9443824291229,30000052,6625637,4.5279,2565027,84705,0.3871,0.0128,3.3023%,2.8235,3069954,36.2429,102.3316,15000052,3298196,4.548,1297750,41596,0.3935,0.0126,3.2052%,2.7731,1534142,36.882,102.2758
seznec,int,int_6_trace,130.25432968139648,Pass,406.4292142391205,30000052,7597448,3.9487,3119970,87811,0.4107,0.0116,2.8145%,2.927,3908870,44.5146,130.2954,15000052,3745479,4.0048,1567043,42792,0.4184,0.0114,2.7307%,2.8528,1932738,45.1659,128.8488
seznec,int,int_7_trace,128.17397212982178,Pass,443.0465588569641,40000048,13758687,2.9073,5944145,175914,0.432,0.0128,2.9595%,4.3978,4296049,24.4213,107.4011,20000048,5648355,3.5409,3000751,74296,0.5313,0.0132,2.4759%,3.7148,1774497,23.8842,88.7246
seznec,int,int_8_trace,137.59827327728271,Pass,432.5626320838928,40000052,15358205,2.6045,5678944,233519,0.3698,0.0152,4.1120%,5.838,5633916,24.1262,140.8477,20000052,6025128,3.3194,2813189,102047,0.4669,0.0169,3.6274%,5.1023,2399477,23.5134,119.9735
seznec,int,int_9_trace,152.5840139389038,Pass,432.635721206665,40000050,13465599,2.9705,5800876,146514,0.4308,0.0109,2.5257%,3.6628,3622702,24.726,90.5674,20000050,5517027,3.6251,2893544,64896,0.5245,0.0118,2.2428%,3.2448,1578556,24.3244,78.9276
seznec,media,media_0_trace,111.51635646820068,Pass,200.5509283542633,20000044,3341263,5.9858,1125035,21023,0.3367,0.0063,1.8687%,1.0511,567552,26.9967,28.3775,10000044,1473006,6.7889,559613,8016,0.3799,0.0054,1.4324%,0.8016,221688,27.6557,22.1687
seznec,media,media_1_trace,93.95407485961914,Pass,188.28571152687076,20000048,3537229,5.6542,1052168,20514,0.2975,0.0058,1.9497%,1.0257,567731,27.6753,28.3865,10000048,1535234,6.5137,496668,6086,0.3235,0.004,1.2254%,0.6086,180472,29.6536,18.0471
seznec,media,media_2_trace,114.14013576507568,Pass,234.2342658042908,20000038,3091838,6.4687,682290,10115,0.2207,0.0033,1.4825%,0.5057,575360,56.8819,28.7679,10000038,1654711,6.0434,342782,6988,0.2072,0.0042,2.0386%,0.6988,379886,54.3626,37.9885
seznec,media,media_3_trace,113.6968765258789,Pass,196.0407419204712,20000046,3474723,5.7559,1130407,24931,0.3253,0.0072,2.2055%,1.2465,671807,26.9467,33.5903,10000046,1571215,6.3645,568763,10865,0.362,0.0069,1.9103%,1.0865,303451,27.9292,30.345
seznec,web,web_0_trace,104.021315574646,Pass,621.4413061141968,39999493,20198347,1.9803,11904941,52207,0.5894,0.0026,0.4385%,1.3052,6851230,131.232,171.2829,20999493,10148818,2.0692,6370198,19697,0.6277,0.0019,0.3092%,0.938,2707325,137.4486,128.9234
seznec,web,web_10_trace,67.32332420349121,Pass,261.3795208930969,19999796,11048743,1.8101,2621960,56942,0.2373,0.0052,2.1717%,2.8471,1832020,32.1734,91.6019,10999796,3288334,3.3451,1436395,24186,0.4368,0.0074,1.6838%,2.1988,670853,27.7372,60.9878
seznec,web,web_11_trace,43.46553611755371,Pass,176.6593508720398,10001443,11474261,0.8716,1391369,47062,0.1213,0.0041,3.3824%,4.7055,1973246,41.9286,197.2961,5001443,5034679,0.9934,674449,23290,0.134,0.0046,3.4532%,4.6567,904717,38.8457,180.8912
seznec,web,web_12_trace,61.48514461517334,Pass,265.89392042160034,15000009,9171078,1.6356,2254326,58152,0.2458,0.0063,2.5796%,3.8768,1965270,33.7954,131.0179,8000009,4253376,1.8809,1175254,36443,0.2763,0.0086,3.1009%,4.5554,1114122,30.5716,139.2651
seznec,web,web_13_trace,134.68522262573242,Pass,481.4588332176209,39999813,16836124,2.3758,4813533,118448,0.2859,0.007,2.4607%,2.9612,3787620,31.9771,94.6909,20999813,7107185,2.9547,2687998,55328,0.3782,0.0078,2.0583%,2.6347,1925516,34.8018,91.6921
