Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
int,int_29_trace,181.88746547698975,Pass,701.2267158031464,40000052,15517764,2.5777,4048870,472838,0.2609,0.0305,11.6783%,11.8209,11642985,24.6236,291.0742,20000052,7488185,2.6709,2031315,228652,0.2713,0.0305,11.2564%,11.4326,5581826,24.4119,279.0906
int,int_2_trace,94.08823490142822,Pass,562.4805116653442,30000052,18351011,1.6348,5366311,295833,0.2924,0.0161,5.5128%,9.8611,14359787,48.5402,478.6587,15000052,8548919,1.7546,2681980,145134,0.3137,0.0170,5.4114%,9.6756,6584326,45.3672,438.9535
int,int_30_trace,182.9177484512329,Pass,682.3310101032257,40000052,15839790,2.5253,4219863,490383,0.2664,0.0310,11.6208%,12.2596,11923129,24.3139,298.0778,20000052,7639615,2.6179,2099953,235347,0.2749,0.0308,11.2073%,11.7673,5709524,24.2600,285.4755
int,int_31_trace,118.0513105392456,Pass,662.0078155994415,40000052,4590950,8.7128,4773947,27744,1.0399,0.0060,0.5812%,0.6936,534860,19.2784,13.3715,20000052,2188434,9.1390,2359187,10237,1.0780,0.0047,0.4339%,0.5118,197959,19.3376,9.8979
int,int_32_trace,317.2076416015625,Pass,1263.7425346374512,110000052,85746902,1.2828,12636052,739589,0.1474,0.0086,5.8530%,6.7235,73623671,99.5467,669.3058,55000052,37695900,1.4590,6322521,363963,0.1677,0.0097,5.7566%,6.6175,31728581,87.1753,576.8827
int,int_33_trace,310.41816425323486,Pass,1275.7852747440338,110000052,53726999,2.0474,16062450,848490,0.2990,0.0158,5.2824%,7.7135,42023494,49.5274,382.0316,55000052,26003867,2.1151,7710997,433524,0.2965,0.0167,5.6222%,7.8822,20286256,46.7938,368.8407
int,int_34_trace,112.3776216506958,Pass,638.4542825222015,40000052,11099629,3.6037,6380286,118618,0.5748,0.0107,1.8591%,2.9654,5639381,47.5424,140.9843,20000052,4905460,4.0771,3101677,61368,0.6323,0.0125,1.9785%,3.0684,2514324,40.9713,125.7159
int,int_35_trace,119.88736820220947,Pass,650.9984233379364,40000048,11366014,3.5193,5671843,90237,0.4990,0.0079,1.5910%,2.2559,5129364,56.8432,128.2339,20000048,5475045,3.6529,2842811,42779,0.5192,0.0078,1.5048%,2.1389,2393214,55.9437,119.6604
int,int_36_trace,201.8018684387207,Pass,901.4990448951721,53761949,34441518,1.5610,7755130,159252,0.2252,0.0046,2.0535%,2.9622,8508483,53.4278,158.2622,27761949,14763986,1.8804,4116890,74845,0.2788,0.0051,1.8180%,2.6960,3663311,48.9453,131.9544
int,int_3_trace,96.88034057617188,Pass,738.574464559555,40000052,7016494,5.7009,4722773,32870,0.6731,0.0047,0.6960%,0.8217,950772,28.9252,23.7693,20000052,3543318,5.6444,2249610,18215,0.6349,0.0051,0.8097%,0.9107,459816,25.2438,22.9907
int,int_4_trace,188.2430238723755,Pass,893.1297569274902,59999657,13544816,4.4297,7683892,231800,0.5673,0.0171,3.0167%,3.8634,5019268,21.6534,83.6549,30999657,6737966,4.6007,4061423,114830,0.6028,0.0170,2.8273%,3.7042,2446120,21.3021,78.9080
int,int_5_trace,138.47165870666504,Pass,465.6036865711212,30000052,6634349,4.5219,2565027,85140,0.3866,0.0128,3.3193%,2.8380,3079652,36.1716,102.6549,15000052,3302861,4.5415,1297750,41749,0.3929,0.0126,3.2170%,2.7833,1539683,36.8795,102.6452
int,int_6_trace,130.25432968139648,Pass,416.9811191558838,30000052,7593272,3.9509,3119970,87775,0.4109,0.0116,2.8133%,2.9258,3905243,44.4915,130.1745,15000052,3743597,4.0069,1567043,42756,0.4186,0.0114,2.7285%,2.8504,1930269,45.1462,128.6842
int,int_7_trace,128.17397212982178,Pass,423.9939241409302,40000048,13800694,2.8984,5944145,178223,0.4307,0.0129,2.9983%,4.4556,4338503,24.3431,108.4624,20000048,5663976,3.5311,3000751,74924,0.5298,0.0132,2.4968%,3.7462,1789610,23.8857,89.4803
int,int_8_trace,137.59827327728271,Pass,435.58857774734497,40000052,15404333,2.5967,5678944,235146,0.3687,0.0153,4.1407%,5.8786,5678914,24.1506,141.9727,20000052,6059018,3.3009,2813189,103551,0.4643,0.0171,3.6809%,5.1775,2434421,23.5094,121.7207
int,int_9_trace,152.5840139389038,Pass,413.45571208000183,40000050,13505810,2.9617,5800876,148527,0.4295,0.0110,2.5604%,3.7132,3664004,24.6689,91.6000,20000050,5531357,3.6158,2893544,65667,0.5231,0.0119,2.2694%,3.2833,1592395,24.2495,79.6196
