Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
media,media_0_trace,111.51635646820068,Pass,192.53151655197144,20000044,3347859,5.9740,1125035,21234,0.3360,0.0063,1.8874%,1.0617,573628,27.0146,28.6813,10000044,1474650,6.7813,559613,7956,0.3795,0.0054,1.4217%,0.7956,222907,28.0175,22.2906
media,media_1_trace,93.95407485961914,Pass,185.87635040283203,20000048,3542746,5.6454,1052168,20715,0.2970,0.0058,1.9688%,1.0357,575545,27.7840,28.7772,10000048,1537365,6.5047,496668,6063,0.3231,0.0039,1.2207%,0.6063,183027,30.1875,18.3026
media,media_2_trace,114.14013576507568,Pass,225.53073358535767,20000038,3099046,6.4536,682290,10130,0.2202,0.0033,1.4847%,0.5065,584999,57.7492,29.2499,10000038,1658271,6.0304,342782,6895,0.2067,0.0042,2.0115%,0.6895,384698,55.7938,38.4697
media,media_3_trace,113.6968765258789,Pass,191.42014265060425,20000046,3481926,5.7440,1130407,25036,0.3246,0.0072,2.2148%,1.2518,679844,27.1547,33.9921,10000046,1572752,6.3583,568763,10806,0.3616,0.0069,1.8999%,1.0806,304446,28.1738,30.4445
